trial 0:	3.18056	0.0117623	0.00217569	0.0471237	0.132326
trial 1:	2.56667	0.0111709	0.00580502	0.0786772	0.175238
trial 2:	2.31884	0.00499176	0.00799704	0.00333476	0.0394828
trial 3:	2.37288	0.0103518	0.00457585	0.0593039	0.142995
trial 4:	2.39706	0.0100969	0.0033083	0.0984783	0.19215
trial 5:	2.37143	0.0111309	0.026544	0.0547686	0.0291032
trial 6:	2.44615	0.0107683	0.00229013	0.0620706	0.143347
trial 7:	2.41538	0.00733996	0.000554562	0.00883126	0.0369191
trial 8:	2.41429	0.0053612	0.021499	0.115949	0.208055
trial 9:	2.45588	0.00136512	0.00278032	0.0379061	0.00240707
trial 10:	2.29412	0.00371522	0.0102952	0.0174196	0.0419708
trial 11:	2.50769	0.00333051	0.00202096	0.0173396	0.0319
trial 12:	2.42647	0.00829852	0.00734055	0.0190868	0.0388963
trial 13:	2.6	0.00956812	0.00167215	0.0835069	0.173769
trial 14:	2.38571	0.00904126	0.0117002	0.0188105	0.0360106
trial 15:	2.43077	0.00488307	0.0386606	0.00597334	0.02053
trial 16:	2.44615	0.0113752	0.047866	0.080315	0.183535
trial 17:	2.50725	0.0125202	0.0628675	0.0105882	0.0724821
trial 18:	2.3125	0.0112844	0.00426269	0.069922	0.163976
trial 19:	2.23333	0.00924082	0.0428538	0.0866954	0.174609
trial 20:	2.26866	0.00822691	0.0120986	0.0339351	0.0132967
trial 21:	2.40625	0.010639	0.00387442	0.000587463	0.0529876
trial 22:	2.31746	0.00361601	0.0202184	0.01648	0.01862
trial 23:	2.91667	0.0114002	0.0357056	0.0417761	0.102296
trial 24:	2.41791	0.00855733	0.00671852	0.0456685	0.0178391
trial 25:	2.39344	0.0100635	0.00566936	0.0317391	0.134691
trial 26:	2.23529	0.00523008	0.0105467	0.00276542	0.0556762
trial 27:	2.35294	0.00495015	0.00914919	0.00103748	0.0376815
trial 28:	2.3871	0.00965302	0.0397613	0.0898018	0.188879
trial 29:	2.41429	0.00224568	0.0169828	0.0167922	0.021113
