trial 0:	3.20513	0.0117653	0.0368831	0.111473	0.0734463
trial 1:	3.32051	0.00911973	0.00174356	0.0349717	0.0207503
trial 2:	2.63889	0.00792088	0.00757575	0.115576	0.0855699
trial 3:	2.49351	0.00786201	0.00883341	0.126543	0.134213
trial 4:	2.30137	0.00578034	0.00557756	0.0818573	0.167393
trial 5:	2.74286	0.00918117	0.0062784	0.00461698	0.0683051
trial 6:	2.53425	0.009504	0.0235945	0.0781291	0.034616
trial 7:	2.83333	0.0134552	0.0152711	0.198371	0.293482
trial 8:	2.76316	0.00666328	0.0025655	0.0981238	0.0839932
trial 9:	2.67123	0.00692112	0.0051614	0.135458	0.123342
trial 10:	2.41071	0.0218567	0.000984192	0.0936267	0.198748
trial 11:	2.38462	0.00668571	0.00618207	0.0019089	0.0371871
trial 12:	4.51724	0.00936902	0.0149494	0.136542	0.218399
trial 13:	2.5493	0.00818137	0.00527215	0.114891	0.115828
trial 14:	3.05634	0.00867796	0.00448108	0.133743	0.12304
trial 15:	2.80556	0.0138552	0.0446841	0.0542517	0.00355017
trial 16:	2.94118	0.0126574	0.00710702	0.171723	0.256351
trial 17:	2.48101	0.00895436	0.0295928	0.152133	0.155289
trial 18:	2.7037	0.00863418	0.0122505	0.182302	0.301701
trial 19:	2.68056	0.0100462	0.0103908	0.147831	0.124683
trial 20:	2.57143	0.00955364	0.0331386	0.0497366	0.0202413
trial 21:	2.36538	0.0127631	0.022312	0.251413	0.392803
trial 22:	2.82143	0.00873192	0.00101399	0.138229	0.239025
trial 23:	2.36364	0.0119503	0.0410155	0.193179	0.186928
trial 24:	2.52459	0.0017632	0.000589967	0.134928	0.272559
trial 25:	2.66102	0.0145412	0.0254759	0.0268627	0.0408493
trial 26:	2.48684	0.0122531	0.0535419	0.0906117	0.0830468
trial 27:	2.94737	0.0122945	0.0804569	0.0844175	0.163363
trial 28:	2.66667	0.00937837	0.00164521	0.141173	0.13184
trial 29:	2.63014	0.0138675	0.0419791	0.082612	0.22202
