trial 0:	2.33824	0.00878793	0.437539	2.33054	0.300834
trial 1:	2.15873	0.0114029	1.90097	4.23023	11.7355
trial 2:	2.16949	0.00911721	1.0776	4.62498	10.0129
trial 3:	2.21739	0.0038357	0.430259	2.86089	1.74453
trial 4:	2.32203	0.00817177	1.84434	4.281	12.9888
trial 6:	2.14516	0.00808717	1.06977	1.18313	1.72988
trial 7:	2.27143	0.00546397	0.585652	1.9331	2.15524
trial 8:	2.15152	0.00284547	0.994003	0.21898	2.588
trial 9:	2.04412	0.00797797	0.103941	2.65128	1.91098
trial 10:	2.10294	0.00633365	0.319953	1.33837	1.35272
trial 11:	2.14286	0.0176431	0.739791	1.46936	4.07997
trial 12:	2.19048	0.00238604	0.587917	1.61254	1.06481
trial 13:	2.2029	0.00922237	0.321884	1.98214	1.62882
trial 14:	2.125	0.00790467	0.166967	1.89394	1.40328
trial 15:	2.26562	0.0178828	3.0915	0.87411	2.45093
trial 16:	2.30645	0.00872304	0.314699	4.04098	10.9419
trial 17:	2.35593	0.0116366	3.58245	4.69304	11.4435
trial 18:	2.40299	0.00614996	1.47783	2.48562	2.6868
trial 19:	2.17742	0.00494251	1.20611	4.18031	12.2482
trial 20:	2.24138	0.00647081	3.27386	4.01186	13.1118
trial 21:	2.31148	0.0150212	0.989117	1.71106	1.31722
trial 22:	2.22388	0.0155691	2.18225	4.38589	8.49744
trial 23:	2.27692	0.00778966	0.340887	3.12885	9.57836
trial 24:	2.33846	0.00779754	0.508197	1.40328	0.581807
trial 25:	2.23077	0.0117161	0.449929	1.05917	2.01092
trial 26:	2.26984	0.0136003	0.587123	0.137362	3.87704
trial 27:	2.26471	0.00890503	0.799396	4.54779	10.3814
trial 28:	2.30882	0.0071878	0.782658	2.09728	1.82569
trial 29:	2.08696	0.0103965	0.969545	2.07826	2.29004
