trial 0:	distance	0.0480591
trial 1:	distance	0.0257559
trial 3:	distance	0.0213495
trial 4:	distance	0.0347844
trial 8:	distance	0.0472753
trial 10:	distance	0.0264976
trial 11:	distance	0.0334523
trial 12:	distance	0.0387246
trial 13:	distance	0.0387559
trial 14:	distance	0.0322229
trial 15:	distance	0.0487621
trial 16:	distance	0.0443785
trial 17:	distance	0.0370732
trial 18:	distance	0.0340577
trial 19:	distance	0.0501291
trial 20:	distance	0.0535216
trial 21:	distance	0.0241666
trial 23:	distance	0.0404416
trial 24:	distance	0.0379466
trial 26:	distance	0.0420724
trial 27:	distance	0.0298169
trial 28:	distance	0.0548727
trial 29:	distance	0.0529728
