trial 0:	2.98305	0.0138218	0.651014	8.86957	18.7154
trial 1:	2.57333	0.00781292	1.34029	7.7637	9.4525
trial 2:	2.63462	0.0111622	0.362447	8.03648	18.5974
trial 3:	2.30986	0.00677056	0.758779	2.78968	1.39467
trial 4:	2.57333	0.0057175	0.246299	4.26417	3.47098
trial 5:	2.55556	0.0054271	0.090935	2.39967	2.08312
trial 6:	2.40789	0.010432	3.15834	6.88338	7.30909
trial 7:	2.39344	0.0064592	0.146973	14.2654	23.4017
trial 8:	2.81132	0.00913271	2.7722	5.64243	12.1034
trial 9:	2.46667	0.00908667	1.7068	2.40591	1.02254
trial 10:	2.74545	0.00856313	0.954485	6.32369	15.1379
trial 11:	2.7963	0.0129369	0.853307	9.75153	19.5143
trial 12:	2.67568	0.00620805	1.03019	2.27318	0.47673
trial 13:	2.60274	0.01152	0.270167	4.7641	2.51798
trial 14:	2.63889	0.0113485	0.184043	4.02473	2.18613
trial 15:	2.52174	0.00674937	1.00581	0.104258	1.82131
trial 16:	2.7069	0.00879448	0.394213	5.36534	9.96144
trial 17:	2.77049	0.0139498	4.17785	7.28688	16.9717
trial 18:	2.76	0.00753233	0.160323	5.74488	5.07507
trial 19:	2.54667	0.00942674	0.0625292	8.06269	10.5526
trial 20:	2.77358	0.00904139	0.745463	7.85853	16.1894
trial 21:	2.85455	0.0130234	4.24131	5.62104	11.1543
trial 22:	2.47143	0.00747344	2.72112	6.46282	6.52859
trial 23:	2.67143	0.0071697	1.20533	1.86856	0.551723
trial 24:	2.28358	0.00194234	0.185898	3.64269	5.38343
trial 25:	2.45283	0.0105268	0.923025	12.0449	22.2432
trial 26:	2.59459	0.00503644	0.453203	0.331486	1.19506
trial 27:	2.65789	0.0086373	0.472841	7.98629	11.3613
trial 28:	2.47826	0.0058441	1.82003	4.29904	6.78101
trial 29:	2.64286	0.0113577	0.223797	2.4274	1.52633
