9329 3 3
0.190389 0.0583916 -0.0216892
-1.27321 1.47676 -1.38896
0.195273 0.00349684 -0.0358832
-1.55289 1.42507 -1.32951
0.215523 0.0575015 -0.0338168
-1.31007 0.870376 -2.24019
0.1811 0.0384451 -0.0362038
-1.36162 1.54946 -1.13195
0.220914 0.00670394 -0.03438
-1.54046 0.95322 -2.10117
0.217088 0.0589958 -0.0139896
-1.30545 0.890952 -2.38008
0.17676 0.0238886 -0.0372491
-1.43646 1.61857 -1.01441
0.208241 0.0171655 -0.017365
-1.48855 1.34883 -1.62566
0.213163 0.0588162 -0.0274865
-1.30157 1.00574 -2.07778
0.186427 0.051479 -0.00455457
-1.30137 1.66207 -1.27715
0.187483 0.0391361 -0.0133927
-1.36501 1.63674 -1.23045
0.176489 0.0365461 -0.0242088
-1.36661 1.70517 -1.02453
0.185011 0.0412831 -0.00462561
-1.35125 1.71534 -1.20133
0.184718 0.00770065 -0.0300886
-1.52913 1.60281 -1.1148
0.203706 0.0629106 -0.00500087
-1.27126 1.3318 -1.76294
0.187125 0.0424827 -0.00939451
-1.34755 1.65608 -1.2405
0.217958 0.0237422 -0.0361834
-1.46229 0.994432 -2.01822
0.197556 0.0312565 -0.0311879
-1.41388 1.39672 -1.42077
0.175859 0.0234521 -0.00106839
-1.43822 1.89751 -0.988496
0.177838 0.0488866 -0.000766486
-1.30253 1.80612 -1.11257
0.215562 0.00340455 -0.0286815
-1.555 1.14564 -1.84252
0.207925 0.0200683 -0.0251271
-1.47458 1.30051 -1.62944
0.202721 0.0587392 -0.00659063
-1.28877 1.36739 -1.69435
0.217529 0.0417095 -0.0322878
-1.38135 0.954238 -2.11817
0.211714 0.0326989 -0.0363625
-1.41756 1.11663 -1.81864
0.217967 0.021529 -0.0241939
-1.47234 1.09248 -1.96795
0.21228 0.00308579 -0.0405714
-1.55626 1.12097 -1.77223
0.181084 0.0597443 -0.0327334
-1.25212 1.50995 -1.22916
0.197934 0.0445666 -0.031011
-1.34933 1.35576 -1.48685
0.196285 0.014323 -0.0143884
-1.49796 1.55712 -1.33761
0.209599 0.049233 -0.000160094
-1.34009 1.30461 -1.84732
0.192043 0.0355662 -0.0412941
-1.38767 1.38033 -1.34534
0.222089 0.0336178 -0.0225793
-1.42057 0.872913 -2.33448
0.178631 0.0318012 -0.00792297
-1.39462 1.80406 -1.0476
0.196349 0.0209618 -0.0160674
-1.46444 1.53731 -1.35118
0.183888 0.0371678 -0.0197223
-1.37136 1.64647 -1.15493
0.209546 0.0607881 -0.0193136
-1.28845 1.14547 -1.92702
0.194761 0.0360525 -0.033625
-1.38776 1.40547 -1.38302
0.179214 0.026674 -0.0393369
-1.42304 1.56818 -1.06908
0.181428 0.0403012 -0.00236793
-1.35221 1.77832 -1.13536
0.208585 0.0495532 -0.015735
-1.33755 1.25376 -1.78831
0.19781 0.0348512 -0.00587436
-1.3964 1.54498 -1.43444
0.18751 0.0529819 -0.0127949
-1.29542 1.59453 -1.29757
0.210846 0.0284781 -0.0318134
-1.43654 1.18178 -1.75589
0.198519 0.0569036 -0.0070838
-1.29164 1.44714 -1.56902
0.190156 0.0404099 -0.0278586
-1.3614 1.49905 -1.29497
0.182367 0.00698392 -0.016135
-1.53252 1.73643 -1.06129
0.20238 0.0176188 -0.0204291
-1.48396 1.42528 -1.47953
0.215636 0.04111 -0.0268019
-1.38241 1.06073 -1.99552
0.18633 0.0557353 -0.0132372
-1.28015 1.59694 -1.28986
0.187458 0.00479728 -0.0294536
-1.54521 1.57544 -1.16264
0.207507 0.00788037 -0.0152574
-1.53284 1.38361 -1.59134
0.176321 0.00637263 -0.0239475
-1.53467 1.75266 -0.959117
0.212848 0.0351445 0.000453159
-1.40716 1.29664 -1.86495
0.193763 0.0335988 -0.0377501
-1.3991 1.39193 -1.36304
0.205335 0.0076996 0.00232163
-1.53332 1.50726 -1.56376
0.180281 0.0493544 -0.00122935
-1.30358 1.77003 -1.15731
0.217594 0.0200654 -0.0168082
-1.47884 1.15128 -1.94006
0.195048 0.0141605 -0.0370195
-1.49832 1.41249 -1.33786
0.21464 0.0554072 -0.00662
-1.31817 1.10118 -2.10862
0.203714 0.0308636 -0.0323852
-1.42044 1.29646 -1.56747
0.19061 0.0558518 -0.0301107
-1.28576 1.4245 -1.38793
0.205664 0.0540979 -0.0358514
-1.31358 1.15268 -1.76513
0.185289 0.0483724 0.000238135
-1.31543 1.71387 -1.24842
0.220755 0.0140158 -0.015266
-1.50739 1.08061 -2.06577
0.18361 0.0223271 -0.00180813
-1.44979 1.79335 -1.12012
0.185921 0.0433193 -0.0429806
-1.34188 1.42176 -1.26118
0.183987 0.00378071 -0.0134721
-1.55025 1.73505 -1.08938
0.176575 0.0188611 -0.0260185
-1.46438 1.72259 -0.980575
0.179856 0.0420428 -0.0166988
-1.34116 1.70459 -1.1009
0.19851 0.0549487 -0.0252766
-1.30075 1.34842 -1.55297
0.182232 0.0336244 -0.0292415
-1.38833 1.60431 -1.12131
0.183672 0.0609731 -0.0283962
-1.25028 1.50666 -1.27797
0.199364 0.0243326 -0.0216253
-1.44935 1.45229 -1.42689
0.208866 0.0271443 -0.00697823
-1.44156 1.37391 -1.68094
0.194903 0.0450657 -0.042533
-1.34357 1.30548 -1.45338
0.195054 0.0624163 -0.0238636
-1.2611 1.37685 -1.52199
0.179957 0.0268898 -0.0199757
-1.42247 1.71593 -1.05211
0.185049 0.00463146 -0.00322536
-1.54577 1.78356 -1.12017
0.215885 0.0427404 -0.00166713
-1.37535 1.17158 -2.0408
0.211655 0.0606807 -0.0232779
-1.29159 1.06548 -2.01928
0.186004 0.00659417 -0.0223244
-1.53536 1.64678 -1.12862
0.186645 0.00417334 -0.0161722
-1.54844 1.68266 -1.13743
0.18071 0.022163 0.000581149
-1.44876 1.84522 -1.07279
0.206806 0.0153824 -0.0308457
-1.49655 1.28596 -1.59877
0.177545 0.0300037 -0.0225264
-1.40339 1.72015 -1.02022
0.214067 0.0033899 -0.0333966
-1.55496 1.14278 -1.80389
0.208126 0.00685086 -0.0279229
-1.53789 1.29247 -1.61601
0.20586 0.00459179 -0.0082062
-1.54849 1.45167 -1.55207
0.218689 0.0232709 -0.0350935
-1.46478 0.983353 -2.04599
0.19402 0.0476098 -0.0243507
