trial 3:	distance	0.0234377
trial 5:	distance	0.0251775
trial 6:	duration 	120000096
trial 8:	distance	0.0425871
trial 13:	distance	0.0256714
trial 14:	duration 	120000070
trial 15:	distance	0.046626
trial 17:	distance	0.021287
trial 18:	distance	0.0386889
trial 19:	distance	0.0452405
trial 20:	distance	0.0254597
trial 21:	distance	0.0318661
trial 23:	duration 	120000091
trial 24:	distance	0.0400438
trial 25:	distance	0.0236111
trial 27:	distance	0.0218631
