trial 0:	95.8413	0.00777627	1.12149	4.739	4.6495
trial 1:	93.8281	0.00562723	0.219638	1.95709	4.82622
trial 2:	96.2632	0.00943646	1.3877	3.66635	6.88358
trial 3:	94.7538	0.0110121	3.42912	0.497364	5.01698
trial 4:	93.6818	0.00999394	1.23992	3.11658	6.79168
trial 5:	93.2344	0.00542444	1.21523	0.110909	3.5652
trial 6:	92.7742	0.00309079	0.923114	2.48597	5.85473
trial 7:	95.5758	0.00912621	3.56901	0.129992	0.692036
trial 8:	101.771	0.00891484	0.764481	2.86185	5.63157
trial 9:	99.6618	0.00709902	3.29924	1.09999	0.278963
trial 10:	102.188	0.0088016	0.528111	2.83293	5.30337
trial 11:	105.07	0.00304269	0.487838	0.993688	1.95093
trial 12:	103.057	0.0065616	0.886996	2.23766	4.57935
trial 13:	106.415	0.00590533	1.40767	1.95861	2.85737
trial 14:	104	0.00800002	0.0897823	2.65449	5.22282
trial 15:	103.373	0.00592569	3.36792	1.09529	0.238755
trial 16:	102.029	0.00801094	0.838329	3.76369	5.48476
trial 17:	102.254	0.00870129	0.29111	3.9626	7.13618
trial 18:	105	0.00272456	1.40657	1.6704	0.0405024
trial 19:	94.541	0.00282434	1.23979	4.89542	5.93776
trial 20:	93.7581	0.00501634	0.740528	2.83539	3.57556
trial 21:	94.9048	0.00821135	0.636131	1.66722	4.22341
trial 22:	94.6393	0.00685385	0.169416	1.73604	5.09697
trial 23:	93.2923	0.0107933	3.52906	2.11994	1.89575
trial 24:	93.9219	0.00968996	1.1975	0.850668	4.64104
trial 25:	103.853	0.00564513	0.613339	2.5753	5.75573
trial 26:	102.646	0.0081868	0.291158	4.43223	6.99186
trial 27:	101.797	0.00136215	1.21156	2.48326	1.98953
trial 28:	103.477	0.00649856	3.17308	1.12813	0.179129
trial 29:	101.8	0.00454106	0.729941	2.99825	4.13393
