trial 0:	3	0.0158921	4.21901	0.746658	3.17497
trial 1:	2.4507	0.00686891	0.271346	2.63388	0.910813
trial 2:	2.57353	0.0176941	4.05226	2.25001	4.29491
trial 3:	2.9375	0.00880632	4.22299	1.84705	0.589092
trial 4:	2.78571	0.00782197	0.177406	2.06352	2.1107
trial 5:	2.51429	0.0100714	1.37601	1.93993	1.92764
trial 6:	2.81159	0.0140019	4.49086	0.913623	3.52306
trial 7:	2.67188	0.0112578	2.02928	1.87132	4.83084
trial 8:	2.80303	0.014123	4.64861	2.17585	1.90137
trial 9:	2.66667	0.0117641	1.04301	4.00203	1.14501
trial 10:	2.39726	0.00420416	1.06927	1.5353	2.2762
trial 11:	2.25455	0.0147354	2.05206	5.60386	1.29531
trial 12:	2.71831	0.00773433	0.466559	4.67448	1.57102
trial 13:	2.39726	0.00714509	0.725415	2.28253	1.51194
trial 14:	2.48529	0.00805461	1.36676	2.22374	1.98821
trial 15:	2.5942	0.00937605	1.24057	0.61453	1.42443
trial 16:	2.74627	0.0157852	4.4098	2.00974	3.91634
trial 17:	2.73239	0.00746621	0.298551	3.09508	0.470546
trial 18:	2.80556	0.00862622	0.565451	1.1036	3.88304
trial 19:	2.59155	0.00838104	0.648286	1.3816	3.38985
trial 20:	2.56338	0.0068464	0.313011	2.6692	0.855373
trial 21:	2.86957	0.00803307	0.331189	4.53445	0.414659
trial 22:	2.58904	0.00720085	0.507499	3.62653	0.517643
trial 23:	2.64384	0.00186337	0.501659	0.733136	2.47773
trial 24:	2.78571	0.0102029	0.896408	0.0774275	0.710237
trial 25:	2.62857	0.00830264	0.304236	4.68941	1.08345
trial 26:	2.65217	0.00770172	0.464267	2.83918	0.447726
trial 27:	2.64706	0.00899911	3.21389	1.87347	1.63106
trial 28:	2.46269	0.00628607	0.881221	3.8545	0.127344
trial 29:	2.67606	0.00739179	0.0287514	1.51512	1.3166
