1	0.307212	0.286382
2	0.288681	0.269883
3	0.272042	0.25529
4	0.257321	0.242556
5	0.244479	0.231506
6	0.233334	0.221923
7	0.223668	0.213539
8	0.215216	0.206181
9	0.207795	0.199665
10	0.201223	0.193879
11	0.19539	0.188702
12	0.190161	0.18403
13	0.185447	0.179792
14	0.181176	0.175918
15	0.177267	0.172358
16	0.173677	0.169049
17	0.170341	0.165973
18	0.167237	0.163086
19	0.164325	0.160375
20	0.161594	0.157823
21	0.159016	0.155404
22	0.156578	0.153101
23	0.154257	0.150904
24	0.152041	0.148798
25	0.149922	0.146777
26	0.147883	0.144831
27	0.145925	0.142952
28	0.144029	0.141133
29	0.142194	0.139369
30	0.140423	0.137658
31	0.138696	0.135994
32	0.137021	0.134369
33	0.135386	0.132784
34	0.13379	0.131234
35	0.13223	0.129719
36	0.130705	0.128233
37	0.129207	0.126774
38	0.127739	0.125341
39	0.126298	0.123933
40	0.124883	0.122548
41	0.123491	0.121186
42	0.122119	0.119845
43	0.120768	0.118523
44	0.119439	0.11722
45	0.118129	0.115936
46	0.116836	0.114668
47	0.115562	0.113418
48	0.114306	0.112186
49	0.11307	0.110972
50	0.111849	0.109774
51	0.110643	0.108592
52	0.109454	0.107427
53	0.108284	0.106281
54	0.107131	0.105151
55	0.105996	0.104038
56	0.104876	0.102942
57	0.103775	0.10186
58	0.102687	0.100795
59	0.101616	0.0997445
60	0.100561	0.0987075
61	0.0995177	0.097685
62	0.0984895	0.0966763
63	0.0974758	0.0956807
64	0.0964771	0.0947003
65	0.0954913	0.0937325
66	0.0945185	0.0927776
67	0.0935589	0.0918356
68	0.0926137	0.0909088
69	0.091681	0.0899946
70	0.090762	0.089095
71	0.0898599	0.0882063
72	0.0889666	0.0873338
73	0.0880891	0.0864735
74	0.0872265	0.0856267
75	0.0863759	0.084794
76	0.0855402	0.0839744
77	0.0847156	0.0831682
78	0.0839064	0.0823764
79	0.0831113	0.0815975
80	0.0823274	0.0808322
81	0.0815594	0.0800797
82	0.0808028	0.0793421
83	0.0800617	0.0786154
84	0.0793341	0.0779049
85	0.0786182	0.0772046
86	0.0779169	0.0765196
87	0.0772282	0.0758472
88	0.0765531	0.075189
89	0.0758914	0.0745425
90	0.0752422	0.0739071
91	0.0746046	0.073285
92	0.0739809	0.0726764
93	0.0733698	0.0720793
94	0.0727695	0.0714951
95	0.0721827	0.0709215
96	0.0716077	0.0703611
97	0.0710444	0.069812
98	0.070494	0.0692727
99	0.0699528	0.068748
100	0.069424	0.0682323
101	0.0689071	0.0677288
102	0.0684009	0.0672345
103	0.0679054	0.0667516
104	0.0674201	0.0662798
105	0.0669465	0.065817
106	0.0664822	0.0653658
107	0.0660278	0.064924
108	0.0655845	0.0644914
109	0.0651504	0.0640687
110	0.0647257	0.0636555
111	0.0643103	0.0632508
112	0.0639037	0.0628554
113	0.0635066	0.0624682
114	0.0631189	0.0620901
115	0.0627397	0.0617207
116	0.0623681	0.0613598
117	0.062005	0.0610061
118	0.0616499	0.0606603
