10000 3 3
0.12125 0.00994003 0.099306
-1.489 2.69377 -1.05298
0.0823418 -0.0308481 0.131313
-1.92925 2.81279 -1.31479
0.0790957 -0.00476699 0.136399
-1.63099 2.83996 -1.36697
0.0984015 0.00190632 0.137325
-1.55143 2.62688 -1.52093
0.122904 -0.0194408 0.104384
-1.72768 2.62481 -1.15783
0.113533 0.0242577 0.122315
-1.3603 2.58409 -1.37672
0.103832 0.00790921 0.113605
-1.49477 2.8067 -1.11362
0.0879181 0.0166599 0.0959466
-1.38352 3.12215 -0.742351
0.0905317 -0.0132745 0.132968
-1.71639 2.75615 -1.37219
0.121261 0.0120828 0.108873
-1.47148 2.62595 -1.20133
0.10961 -0.00330492 0.0984046
-1.60094 2.85312 -0.927232
0.105467 0.010409 0.128462
-1.47242 2.64396 -1.39803
0.0745182 -0.0349223 0.11147
-2.00904 3.07293 -0.934175
0.0840632 -0.0325052 0.130336
-1.93976 2.80069 -1.30995
0.0956913 0.0242233 0.117291
-1.32287 2.83747 -1.13304
0.11629 -0.00589454 0.120274
-1.62144 2.59922 -1.34188
0.0879043 0.000160709 0.133138
-1.56897 2.79206 -1.35124
0.0889636 0.00271408 0.112164
-1.5403 2.9928 -0.983294
0.107088 -0.00559391 0.103577
-1.62299 2.8477 -0.982134
0.0821824 -0.0224342 0.13806
-1.83728 2.75991 -1.43763
0.0824766 0.0088928 0.11536
-1.46339 3.02927 -1.00046
0.083521 -0.0333444 0.116875
-1.95064 2.93953 -1.06599
0.111877 -0.0167294 0.104143
-1.71923 2.77053 -1.04203
0.086147 -0.0142849 0.105866
-1.73512 3.06683 -0.875045
0.10103 0.0104343 0.122898
-1.46788 2.75216 -1.25366
0.0747573 -0.00300249 0.124436
-1.61094 3.02016 -1.1158
0.121576 0.0210966 0.138791
-1.39898 2.27564 -1.86562
0.119994 -8.08093e-05 0.102942
-1.57147 2.69174 -1.0898
0.105128 -0.0306247 0.131905
-1.85426 2.5629 -1.50447
0.093698 0.00381727 0.135378
-1.53008 2.70292 -1.43964
0.0894321 -0.00143574 0.122777
-1.58685 2.88772 -1.16458
0.0761152 -0.0261836 0.130475
-1.90212 2.89788 -1.25488
0.0996104 -0.00871109 0.111849
-1.65803 2.87012 -1.05284
0.103687 0.00142384 0.128661
-1.55707 2.6685 -1.38156
0.0880431 -0.00826745 0.139038
-1.66442 2.71379 -1.48127
0.0867079 -0.0289199 0.123871
-1.89273 2.85562 -1.19684
0.108085 0.0223618 0.128547
-1.36678 2.59037 -1.44191
0.113208 0.0159974 0.105913
-1.43042 2.74276 -1.08016
0.077304 -0.0163199 0.118685
-1.77885 3.03804 -1.03562
0.112658 0.0189045 0.118353
-1.40454 2.64409 -1.28474
0.080045 -0.00239575 0.128467
-1.60072 2.92446 -1.21456
0.106789 -0.0156363 0.140361
-1.71619 2.47055 -1.69178
0.100967 0.0107914 0.119048
-1.46432 2.78895 -1.1849
0.0996548 -0.0254853 0.127318
-1.82117 2.69249 -1.34778
0.095998 0.0191306 0.0984029
-1.37409 3.0003 -0.833946
0.121016 0.0120292 0.117019
-1.47172 2.5632 -1.33761
0.0746503 0.0142431 0.130735
-1.38226 2.93874 -1.23737
0.0917994 -0.00745704 0.105332
-1.65185 3.01603 -0.896462
0.106821 0.0224083 0.114429
-1.36402 2.73997 -1.16967
0.0997525 1.34629e-05 0.137495
-1.57066 2.60943 -1.53669
0.100547 -0.0140323 0.13521
-1.70946 2.61799 -1.50058
0.0781605 0.0180176 0.0981153
-1.34423 3.21569 -0.720875
0.114852 -0.0266863 0.102875
-1.7991 2.71878 -1.06819
0.100362 -0.0235104 0.12026
-1.8009 2.75995 -1.21849
0.120807 -0.0211548 0.0986529
-1.74415 2.68495 -1.05368
0.089631 -0.0200277 0.132918
-1.79063 2.75308 -1.37359
0.095164 0.0247018 0.103907
-1.31683 2.95374 -0.917616
0.102583 -0.00486507 0.111649
-1.61819 2.83997 -1.07042
0.114309 -0.00316954 0.132284
-1.59852 2.49755 -1.56564
0.0741811 0.00806842 0.126474
-1.46246 2.9999 -1.15158
0.100457 0.000534817 0.135501
-1.56547 2.62665 -1.49754
0.122327 0.0148219 0.123804
-1.45022 2.47764 -1.48647
0.0919034 -0.0227491 0.126336
-1.81345 2.79475 -1.26477
0.117552 -0.00653389 0.102457
-1.62632 2.72386 -1.06021
0.109337 -0.00190854 0.125835
-1.58825 2.63151 -1.3774
0.0860736 -0.0131421 0.127305
-1.72231 2.86589 -1.23235
0.0899797 -0.00993893 0.132259
-1.68081 2.77471 -1.35096
0.107602 0.00834107 0.107449
-1.49343 2.81054 -1.04683
0.102064 -0.0170358 0.122209
-1.73618 2.73685 -1.25674
0.118782 -0.0111409 0.13868
-1.66432 2.34043 -1.7957
0.0762889 0.0199213 0.11153
-1.31537 3.10945 -0.917747
