trial 0:	3.48387	0.00856489	2.96365	2.38607	7.65876
trial 1:	3.29508	0.0108738	0.869837	9.05097	20.7985
trial 2:	3.10526	0.01064	0.731774	2.96655	0.58108
trial 3:	3.08974	0.00806891	0.0502245	7.12193	8.87668
trial 4:	2.95	0.00885206	0.251071	7.24495	7.15917
trial 5:	3.13514	0.0183864	0.261351	7.27898	8.5165
trial 6:	3.34483	0.00708076	0.152752	9.73363	19.2754
trial 7:	3.08475	0.00978327	2.00235	6.76538	15.1217
trial 8:	2.97531	0.00851527	0.268101	6.87579	7.34079
trial 9:	3.0339	0.011736	6.3144	2.13447	9.35505
trial 10:	3.23288	0.00942799	0.0702414	7.218	8.84984
trial 11:	2.97333	0.00571157	0.807789	5.8743	6.25625
trial 12:	3.49367	0.00853971	0.720786	7.11065	7.13513
trial 13:	2.84416	0.00911037	0.228032	5.55982	5.02618
trial 14:	3.18841	0.00920311	3.00528	3.68227	2.97076
trial 15:	2.89286	0.00777486	0.18918	8.55842	18.8827
trial 16:	2.68	0.00662375	0.697164	1.19417	1.77325
trial 17:	2.75862	0.0129079	0.753052	8.98682	21.2175
trial 18:	3.09836	0.0105727	1.02043	6.43801	17.2796
trial 19:	3	0.00877872	0.892539	5.73469	15.1998
trial 20:	2.9	0.00808164	0.319299	3.00904	2.3981
trial 21:	3.26786	0.0121251	0.743316	9.22976	21.1237
trial 22:	3.05063	0.00814864	0.275343	7.39922	8.23111
trial 23:	2.79661	0.00832483	0.535693	6.17768	13.2211
trial 24:	3	0.005988	0.0230732	5.02395	7.32478
trial 25:	3.31325	0.00971216	1.87793	6.14115	7.85593
trial 26:	3.08451	0.00873731	0.00824831	2.67309	0.169847
trial 27:	3.31579	0.00785786	0.722229	5.84995	4.97039
trial 28:	3.44262	0.0113009	0.835425	8.13246	18.0227
trial 29:	2.83784	0.00906331	2.31691	5.65087	5.42761
