1	0.197959	0.195945
2	0.195946	0.194015
3	0.194014	0.192164
4	0.192164	0.190391
5	0.190392	0.188695
6	0.188694	0.187071
7	0.18707	0.185515
8	0.185515	0.184027
9	0.184027	0.1826
10	0.1826	0.181234
11	0.181234	0.179925
12	0.179925	0.178669
13	0.178669	0.177464
14	0.177464	0.176306
15	0.176306	0.175193
16	0.175194	0.174124
17	0.174124	0.173093
18	0.173093	0.1721
19	0.1721	0.171142
20	0.171142	0.170217
21	0.170217	0.169323
22	0.169324	0.168459
23	0.168459	0.167622
24	0.167622	0.166811
25	0.166811	0.166024
26	0.166024	0.16526
27	0.16526	0.164519
28	0.164518	0.163797
29	0.163797	0.163095
30	0.163095	0.162411
31	0.162411	0.161745
32	0.161745	0.161095
33	0.161095	0.16046
34	0.16046	0.15984
35	0.15984	0.159234
36	0.159234	0.158642
37	0.158642	0.158061
38	0.158061	0.157493
39	0.157494	0.156937
40	0.156936	0.15639
41	0.15639	0.155855
42	0.155855	0.155328
43	0.155329	0.154812
44	0.154811	0.154304
45	0.154304	0.153804
46	0.153804	0.153312
47	0.153312	0.152828
48	0.152828	0.152351
49	0.152351	0.151881
50	0.151881	0.151418
51	0.151418	0.15096
52	0.150961	0.150509
53	0.150509	0.150063
54	0.150063	0.149623
55	0.149623	0.149187
56	0.149187	0.148757
57	0.148756	0.14833
58	0.148331	0.147909
59	0.147909	0.147491
60	0.147491	0.147078
61	0.147078	0.146668
62	0.146668	0.146262
63	0.146262	0.145858
64	0.145858	0.145459
65	0.145458	0.145061
66	0.145061	0.144667
67	0.144667	0.144276
68	0.144276	0.143887
69	0.143887	0.1435
70	0.1435	0.143116
71	0.143116	0.142734
72	0.142734	0.142353
73	0.142353	0.141975
74	0.141975	0.141598
75	0.141598	0.141223
76	0.141223	0.140849
77	0.14085	0.140477
78	0.140477	0.140107
79	0.140107	0.139737
80	0.139737	0.139368
81	0.139369	0.139002
82	0.139002	0.138636
83	0.138635	0.13827
84	0.13827	0.137906
85	0.137906	0.137543
86	0.137543	0.13718
